Unnamed: 0,Название СТЕ,ОКПД-2
1483,"изготовлениеежедневникаа5слоготипом,красный",17.23.13.191
1484,"изготовлениенастольногоперекидногокалендаря""домик""",18.12.19.190
1485,"обучениепопрограммепрофессиональнойпереподготовки""ux/ui-дизайнер.разработкавеб-интерфейсовсиспользованиемfigma2.0""",85.42.19.900
1486,перманентныйбыстросохнущиймаркердлямаркировкиbradybfs-10brd335092черный,32.99.12.120
1487,"стяжканейлоноваянеоткрывающаясяcabeusgtout-370,безгалогенная(halogenfree),370x3.6мм,черная(100шт)",22.29.29.190
1488,хомут-липучкачерный150х15ммhyperlinewasn-150-bk-10,08.12.12.140
1489,"хомутдлякабеляhyperlinewas-210-gn,липучкасмягкойзастежкой,210x14мм,зеленый",27.32.13.111
1490,"hyperlinegt-200icстяжканейлоноваянеоткрывающаяся,безгалогенная(halogenfree),200x3.6мм,полиамид6.6,-40°c-+85°c(100шт)",22.29.26.119
1491,"чистящиесалфеткиdefendercln30102,влажные,дляжкиlcdмониторов,втубе,100шт.",17.22.11.130
1492,"средствочистящеедлятехникиdefendercln30805optima0,4л",20.41.32.111
1493,"пленкавоздушно-пузырчатая2-слойная,ширина0,5м,длина20м",13.20.20.114
1494,"клейкаялентаупаковочнаяunibob,48мм*66м,47мкм",22.29.21.000
1495,"салфеткадлястекол,зеркал,оптикиофисмаг,плотнаямикрофибра,30х30см,фиолетовая",13.92.29.110
1496,"средствочистящеедляпластикаhgp0,5л",20.41.32.113
1497,"средствочистящееотскотчаpro-briteformulax-50,3л",22.29.23.110
1498,стрейч-пленкадляручнойупаковкипервичноесырьевесбрутто2кг20мкмx50смx217м,22.21.30.130
1499,салфеткахозяйственнаямикрофибрасппупокрытием30x30смзеленая,13.92.29.110
1500,"созданиепрезентационныхматериаловспомощьюкомпьютерныхпрограмм«графики,таблицы,многовсегонаслайде»посредствомпредоставлениядоступакбазеданныхбонниислайд",58.11.30.120
1501,оказаниеуслугпообучениювобластисозданияпрезентационныхматериаловспомощьюкомпьютерныхпрограмм«убойныепрезентации»посредствомпредоставлениядоступакбазеданных«бонниислайд»,58.11.30.120
1502,"пакетс4229х324х40,крафт,срасширением,силиконоваялента,130г200шт/уп",17.21.12.000
1503,"конвертые65(110х220мм),отрывнаялента,80г/м2,комплект1000шт.",17.23.12.110
1504,"конвертс4(229х324),postfix,белый,силиконоваялента,90гр/м2,250шт/упак",17.23.12.110
1505,"конверткрафте4,290х390мм,безклея,треугольныйклапан,80гр.(500шт./кор.)",17.23.12.110
1506,"конвертыс4(229-324мм),отрывнаялента,внутренняязапечатка,100г/м2,комплект50шт.,brauberg,112181",17.23.12.110
1507,"твердотельныйнакопительsamsungmz-v7s2t0bw(2tb,m.2)",26.20.21.110
1508,"накопительтвердотельныйssdsamsung2.5""870qvo8000гбsataiiiv-nand4bitmlc(qlc)(mz-77q8t0bw)",26.20.21.110
1509,внешнийжесткийдискsamsungt7touсh2tb1.8usb3.2g2mu-pc2t0h/ww,26.20.21.120
1510,"обучениепопрограмме""разработкаприложенийсиспользованиемspringиspringmvc/rest""",62.01.29.000
1511,"обучениепопрограмме""веб-сервераnginxиapache""",95.11.10.190
1512,"обучениепопрограммеповышенияквалификации""php.разработкаприложенийнаlaravel""",85.42.19.900
1513,"обучениепопрограмме""анализданныхспомощьюmicrosoftpowerbi""",62.02.30.000
1514,"обучениепопрограмме""javascript.уровень1.основыjavascript""",85.42.19.900
1515,обучение.анализданныхнаязыкеsql,62.01.29.000
1516,"обучениепопрограмме""dasa:практикdevopsпоорганизацииработыкомандыподготовкакэкзаменуdasadevopsprofessional.уровень2""",85.42.19.900
1517,"введениевdevops:инфраструктуракаккод,использованиеdockerиkubernetes",85.41.99.900
1518,"повышениепрофессиональнойквалификации""разработчикwebприложений(webapplications)""",26.40.33.110
1519,"hyperlinegt-200icстяжканейлоноваянеоткрывающаяся,безгалогенная(halogenfree),200x3.6мм,полиамид6.6,-40°c-+85°c(100шт)",22.29.26.119
1520,"стяжканейлоноваянеоткрывающаясяcabeusgtout-370,безгалогенная(halogenfree),370x3.6мм,черная(100шт)",22.29.29.190
1521,хомут-липучкачерный150х15ммhyperlinewasn-150-bk-10,08.12.12.140
1522,"хомутдлякабеляhyperlinewas-210-gn,липучкасмягкойзастежкой,210x14мм,зеленый",27.32.13.111
1523,"обучениепопрограммеповышенияквалификации""datascience.уровень1.инструментыитехнологии""",85.42.19.900
1524,"обучениепопрограмме""windows10:установка,настройкаиподдержка""",85.42.19.900
1525,"обучениепопрограммеповышенияквалификации""поддержкаиустранениенеполадокwindows10""",85.42.19.900
1526,"обучениепопрограммеповышенияквалификации""анализданныхсиспользованиемsqlserverreportingservices""",85.42.19.900
1527,"обучениепопрограмме""практикаразработкитребованийкпо""",85.42.19.900
1528,"обучениепопрограммеповышенияквалификации""экспертпоwindowspowershell""(комплекснаяпрограмма)""",85.21.12.000
1529,"оказаниеобразовательныхуслугподополнительнойпрофессиональнойпрограммеповышенияквалификации""специалистпотехническомуобслуживаниюиремонтуперсональныхкомпьютеров""",85.31.11.000
1530,"оказаниеобразовательныхуслугподополнительнойпрофессиональнойпрограммеповышенияквалификации""управлениепроектамивобластиит(itprojectmanagement)""",85.23.11.000
1531,"программапрофессиональнойпереподготовки""разработкабизнесприложенийвсредеjavaиspring""",85.42.19.900
1532,"оказаниеобразовательныхуслугподополнительнойпрофессиональнойпрограммеповышенияквалификации""полныйбизнес-анализ:перезагрузказа5дней""",85.23.11.000
1533,"оказаниеобразовательныхуслугподополнительнойпрофессиональнойпрограммеповышенияквалификации""управлениепроектамиворганахвласти:углубленныезнания""",85.23.11.000
1534,"оказаниеобразовательныхуслугподополнительнойпрофессиональнойпрограммеповышенияквалификации""python.объектно-ориентированноепрограммирование""",85.41.99.900
1535,"обучениеподополнительнойобразовательнойпрограмме""администрированиеpostgressql10.настройкаимониторинг""",84.12.11.000
1536,"обучениеподополнительнойобразовательнойпрограмме""администрированиеpostgressql13.базовыйкурс""",85.42.19.900
1537,"обучениеподополнительнойобразовательнойпрограмме""администрированиеслужбкаталогов""",84.12.11.000
1538,"обучениеподополнительнойобразовательнойпрограмме""администрированиеосastralinuxspecialedition1.7""",58.29.11.000
1539,обучение.linux.уровень2.администрированиесервисовисетей.,85.31.11.000
1540,"обучениепопрограмме""pythonдлявеб-разработки.flaskиразработкавеб-приложений""",26.70.13.000
1541,"обучениепопрограмме""linux.уровень5.мониторингitинфраструктурыпредприятия.zabbix.""",62.09.20.190
1542,"обучениепопрограммеповышенияквалификации""pythonдлябизнес-аналитики""",85.42.19.900
1543,"обучениепопрограмме""pythonдлямашинногообучения""",85.42.19.900
1544,"обучение.linux.уровень1.основыадминистрированиясистемdebian,centos,gentoo",58.29.11.000
1545,"обучениепопрограмме""основысетей,сетевыеоперационныесистемыипрактикумwi-fi""",26.30.11.120
1546,"обучениепопрограмме""противодействиехакерскиматакам:защита,предсказание,распознавание,ответ""",62.01.29.000
1547,"обучениепопрограмме""введениевсетевуюбезопасность""",85.41.93.000
1548,"обучениепопрограмме""программированиенаязыкеgo.уровень1.основыязыкаgo""",58.29.14.000
1549,"обучениепопрограмме""postgresql:уровень2.продвинутыевозможности""",85.42.19.900
1550,"обучениепопрограммеповышенияквалификации""dba3-администрированиеpostgresql.резервноекопированиеирепликация""",85.42.19.900
1551,"обучениепопрограммеповышенияквалификации""dba2.администрированиеpostgresql.настройкаимониторинг""",85.42.19.900
1552,обучениепопрограммеразработкабазданныхнаплатформеmicrosoftsqlserver,58.29.13.000
1553,vap:управлениеуровнемит-услугикаталогомит-услуг,62.02.30.000
1554,обучениепотеме:vap:управлениеподдержкойит-услуг,62.02.30.000
1555,основыуправленияит-услугами(itil),85.42.19.900
1556,vap:управлениеизменениямииконфигурациямивит(cmdb),80.20.10.000
1557,"обучениепопрограммеповышенияквалификации""осastralinuxspecialedition1.7дляпользователей(al-1701)""",58.29.11.000
1558,"обучениепопрограмме""сбортребованийиразработкатехническогозаданиядляитпроектов""",85.42.19.900
1559,"обучениепопрограммеповышенияквалификации""практикум.индивидуальныйпроект–направление""управлениепроектами""",85.42.19.900
1560,"обучениепопрограммеповышенияквалификации""построениеиразвитиеофисауправленияпроектами(pmo)""",85.42.19.900
1561,"обучениепопрограмме""управлениеитпродуктом(itproductmanagement)""",85.42.19.900
1562,"обучениепопрограммеповышенияквалификации""управлениеорганизационнымиизменениями:трансформацияипреобразованиекомпанииибизнес-процессов""",85.42.19.900
1563,"обучениепопрограмме""archicad25.отконцепциидовыпускапроекта""",85.42.19.900
1564,"обучениепопрограммеповышенияквалификации""работастекстовымиредакторами.уровень2.расширенныевозможности""",85.23.11.000
1565,"обучениепопрограммеповышенияквалификации""анализданныхвpowerbi""",85.42.19.900
1566,"обучениепопорграмме""администрированиеsystemcenterconfigurationmanager""",62.09.20.190
1567,изготовлениевизитныхкарточек1-сторонних,17.23.13.144
1568,изготовлениевизитныхкарточек,17.23.13.144
1569,изготовлениебланков,17.12.14.126
1570,модернизациясистемывидеонаблюдения,42.22.22.110
1571,оказаниеуслугпомонтажусистемыконтроляиуправлениядоступом(скуд),80.20.10.000
1572,техническоеобслуживаниесистемвидеонаблюденияискуд,80.20.10.000
1573,услугиохраны,84.24.11.000
1574,полотенцабумажныеveiroprofessionalcomfort2сл.150метров,17.22.11.130
1575,средстводлямытьяпосудыgrassvellyneutral1000мл,20.41.32.111
1576,одноразовыйстакан,22.29.23.110
1577,губкидлямытьяпосудыторус95*65*30макси,25.99.12.112
1578,"полотенцабумажные200шт.,veiro(системаh2)comfort,2-слойные,белые,комплект21пачка,22,5х21,3,z-сложение,kz202",17.22.11.130
1579,"туалетнаябумагаt204,2слойнаяveiroprofessionalcomfort170метров1360листов",17.22.11.110
1580,"повышениеквалификациипопрограмме""обеспечениезащитыгосударственнойтайныворганизации""",85.31.11.000
1581,"повышениеквалификациипопрограмме""организацияпроведенияработпозащитегосударственнойтайныворганизации""(дляруководителейорганизаций)",85.42.19.900
1582,лентапротивоскользящаямельхозе50ммх18.3мжелтая/черная(mawr050183),22.29.21.000
1583,монтажныйклейtytanclassicfixпрозрачный310мл,20.52.10.190
1584,"кабельввгнг(а)-ls3x1,5",27.32.13.111
1585,пенамонтажнаятитанgun750мл,23.20.13.120
1586,двусторонняялента3мgpt-020f(19ммх5000мм)4687201853831,22.29.21.000
1587,трубаpvcгибкаяоблегченнаяспротяжкой25мм91925,22.21.29.110
1588,"пленкаукрывная2,7мх20м,смалярнойлентой(длякреплениякповерхности),полиэтилен,unibob",22.29.21.000
1589,"клеймоментальный,гель,супермомент",20.52.10.190
1590,трубагофрированнаяпвхd20ммспротяжкойсер.(уп.100м),22.21.21.123
1591,оказаниеуслугпомонтажусистемыконтроляиуправлениядоступом(скуд),80.20.10.000
1592,аттестацияоднойавтоматизированнойсистемыиодногозащищаемогопомещенияпотребованиямзащитыконфиденциальнойинформации,62.03.12.130
1593,физическаяохрана,84.24.19.000
1594,услугипохранениюимуществасцельюпроведенияэкспертизыидальнейшейутилизациисписанныхосновныхсредств,38.21.10.000
1595,мастерделовогоадминистрирования.интенсив,85.42.19.900
1596,физическаяохрана,84.24.19.000
1597,"тележкаплатформеннаяmagnacartff-s(до137кг,405х670х680мм)",28.29.31.112
1598,шумомерmastechms6701265х80х69мм,26.51.53.160
1599,датчикпротечкиводыwi-fituya,26.30.11.120
1600,тележкаплатформеннаягрузоваяmoverplatmedium-m-75-pp,25.99.29.190
1601,"саморезtech-krep4,2х25(коробка200шт.)спрессшайбой,острый",25.94.11.120
1602,пушкатепловаяballubhp-p2-3электрическая3квт,27.51.26.110
1603,угольникметаллический350ммпрофи19435fit,26.51.33.143
1604,аптечкашкаффэст1331,21.20.24.170
1605,"обучениепокурсу:""специалистпопожарнойпрофилактике""",85.42.19.900
1606,физическаяохрана,84.24.19.000
1607,оказаниеобразовательныхуслугподополнительнымпрофессиональнымпрограммамповышенияквалификациивобластисистемхраненияданных,85.23.11.000
1608,нормыиправилаработывэлектроустановкахпотребителейэнергии(до1000в),85.31.11.000
1609,"курсыповышенияквалификации""нормыиправилаработывэлектроустановкахпотребителейэнергии""",85.42.19.900
1610,обучениепокурсу:«общиевопросыохранытрудаифункционированиясистемыуправленияохранойтруда»,85.42.19.900
1611,"обучениепопрограмме""нормыиправилаработывэлектроустановкахпотребителейэнергии""",85.31.11.000
1612,"обучениепопрограмме""пожарнаябезопасностьдлялиц,накоторыхвозложенатрудоваяфункцияпопроведениюпротивопожарногоинструктажа""",85.31.11.000
1613,обучениепокурсу:«использование(применение)средствиндивидуальнойзащиты»,32.99.11.160
1614,обучениепокурсу:«оказаниепервойпомощипострадавшим»,85.42.19.900
1615,"обучениепокурсу:«безопасныеметодыиприемывыполненияработпривоздействиивредныхи(или)опасныхпроизводственныхфакторов,опасностей,идентифицированныхврамкахсистемыуправленияохранойтрудаворганизациииоценкипрофессиональныхрисков»",85.42.19.900
1616,"обучениепопрограмме""пожарнаябезопасностьдляруководителейорганизаций,лиц,назначенныхруководителеморганизацииответственнымизаобеспечениепожарнойбезопасности,втомчислевобособленныхструктурныхподразделенияхорганизации""",85.42.19.900
1617,лампасветодиоднаяosramduluxd/e18led7w/840g24q-2,27.40.15.114
1618,лампасветодиоднаяnavigatornll-t8-30-230-4kg1330w4000кматоваятрубчатая	,27.40.15.150
1619,лампасветодиоднаяledfavouritet5g514w165-265v849mm1250-1400лм,27.40.15.150
1620,лампасветодиоднаяgaussledelementaryt8g1310w4000kбелый,27.40.15.150
1621,"зажим221-413безвинтовой3х(0,14-4,0)кв.ммдлямедногопровода(wago)",27.33.13.120
1622,лампасветодиоднаяledfavouritet5g525w165-265v1449mmglass2200люмен,27.40.15.150
1623,лампагалогеннаяosramg53100w3000к,27.40.12.000
1624,лампасветодиоднаяinledt5g518w165-265v,27.40.15.150
1625,лампасветодиоднаяlightecosbl-t8-10g1310w4100/6400к,27.40.15.150
1626,светильниксветодиодныйvitalucev4601-0/1s,27.40.25.123
1627,панельсветодиоднаяriterдво01-40-6к-емсрro40вт,27.40.25.123
1628,силиконоваясмазка400млakfixya140,19.20.29.210
1629,"батарейкаалкалиноваяgpsuperalkalineaaa1,5в1шт.",27.20.11.000
1630,"налобныйсветодиодныйфонарьlighthotсмагнитом,регулировкаугласвеченияидиммированиемcobсветильника,встроенныйаккумулятор,зарядusb",27.40.25.123
1631,"зарядноеустройствоgppb420gs,безаккумуляторов",27.11.50.120
1632,батарейкалитиеваяgpcr20323в1шт.,27.20.11.000
1633,смазкауниверсальнаяпроникающаяwd-40420мл.,19.20.29.210
1634,"батарейкиаккумуляторныеgp,aaa,ni-mh,1000mah",27.20.11.000
1635,обучениепопрограммесертифицированныйэкспертcheckpointr81.10,85.42.19.900
1636,обучениепопрограммесертифицированныйадминистраторcheckpointr81.10,85.42.19.900
1637,обучениепокурсу«мастерскаяпроектированияит-решений»онлайн,85.42.19.900
1638,"обучениепокурсу«моделирование,анализиоптимизациябизнес-процессов»онлайн",85.23.11.000
1639,обучениепокурсу«системавнутреннегоконтроляитпомоделиcobit»,85.42.19.900
1640,обучениепокурсу«управлениеит-активами.основыипрактики»,85.42.19.900
1641,"курс""этичныйхакингитестированиенапроникновение(ethicalhackingandcountermeasures)""",85.42.19.120
1642,"обучение""расследованиекомпьютерныхпреступлений(computercrimeinvestigation)""",85.42.19.900
1643,"программапрофессиональнойпереподготовки«информационнаябезопасность.обеспечениезащитыинформацииограниченногодоступа,несодержащейсведения,составляющиегосударственнуютайну,криптографическимиинекриптографическимиметодами»",85.42.19.900
1644,"программапрофессиональнойпереподготовки«информационнаябезопасность.обеспечениезащитыинформацииограниченногодоступа,несодержащейсведения,составляющиегосударственнуютайну,криптографическимиинекриптографическимиметодами»",85.42.19.900
1645,обучениеподополнительнойобразовательнойпрограмме«сертифицированныйадминистраторcheckpointr81.10:ccsa-r81.10»,85.42.19.900
1646,обучениеподополнительнойобразовательнойпрограмме«основыпрограммированиянаязыкеjava:5jpf»,58.29.14.000
1647,обучениеподополнительнойобразовательнойпрограмме«postgresql13.оптимизациязапросов:pp.13.qpt»,85.42.19.900
1648,обучениеподополнительнойобразовательнойпрограмме«администрированиеwindowsserver2019:winserv19»,85.42.19.900
1649,"обучениеподополнительнойобразовательнойпрограмме«kasperskyendpointsecurity:внедрение,настройкаиуправление:kl002.11.6»",58.29.50.000
1650,"обучениеподополнительнойобразовательнойпрограмме«техническаязащитаинформации.организациязащитыинформацииограниченногодоступа,несодержащейсведения,составляющиегосударственнуютайну:пк01»",85.42.19.900
1651,devki:apachekafkaдляинженеровданных,26.20.21.110
1652,"образовательныеуслугипоповышениюквалификациипопрограмме""armg:архитектураданных""",85.41.99.900
1653,"образовательныеуслугипоповышениюквалификациипопрограмме""spark:анализданныхсapachespark""",85.42.19.900
1654,"переходникredlineusbtype-c(m)-usb(f),серебристый",26.20.21.120
1655,внешнийтвердотельныйнакопительnetacexternalssdzslimusb3.21tbblack,26.20.21.110
1656,флеш-накопительusbnetacu782c32gb,26.20.21.120
1657,концентраторdigmads-970uc_g,26.20.11.110
1658,"кабельtelecomusb3.1type-cm-->hdmia(m)4k@60hz,1.8m<tcc008-1.8m>",27.32.13.159
1659,"кабельburousbtype-c(m)-usbtype-c(m),1м,3a,черный",26.20.40.190
1660,"кабельdigmalight-2m-braided-blk,lightning(m)-usb(m),2м,воплетке,2a,черный",17.22.12.130
1661,универсальныйсчитывателькартacr1281u-c1,26.60.13.190
1662,"картридервнешнийdigmacr-сu2520-g,серый",26.20.11.110
1663,"кабельdigmapowerdelivery60w,usbtype-c(m)-usbtype-c(m),2м,черный",26.20.40.190
1664,"кабельhamalightning(m)-usbtype-c(m),1.5м,mfi,3a,белый",17.22.12.130
1665,устройствозахватаhdmi-сигналаmagewellusbcapturehdmi4kplus1usb3.04khdmiandloop-through,26.40.20.122
1666,кабельаудио-видеоburo1.2vminidisplayport(m)/hdmi(m)2м.позолоченныеконтактыбелый(bhpmdpp-hdmi-2),27.32.13.159
1667,контроллердлястримингавидеоelgatostreamdeckxl,27.33.13.161
1668,"адаптер-переходникнаевровилкуnamekem11626/20,2200вт",32.50.13.190
1669,"сетевоезарядноеустройствоdigmadgpd-45w-wg,usb-c+usb-a,3a,белый",26.20.21.120
1670,адаптераудио-видеоburohdmi(f)-hdmi(f),26.70.19.000
1671,"сетевоезарядноеустройствоdigmadgw3c,usb-c,3a,белый",27.90.33.120
1672,"образовательныеуслугипопрограммеповышенияквалификациипотеме""государственныеикорпоративныезакупки2023:ответывызовамвремени""",85.42.19.900
1673,"оказаниеобразовательныхуслугподополнительнойпрофессиональнойпрограммеповышенияквалификации""оконтрактнойсистемевсферезакупок""",85.42.19.900
1674,обучениеподополнительнойобразовательнойпрограмме«datapipelineнаapacheairflowиapachehadoop:airf»,85.31.11.000
1675,обучениеподополнительнойобразовательнойпрограмме«безопасностьозераданныхhadoopнаплатформеarenadata:dsec»,85.42.19.900
1676,обучениеподополнительнойобразовательнойпрограмме«hadoopдляинженеровданных:hdde»,84.12.11.000
1677,обучениеподополнительнойобразовательнойпрограмме«администрированиекластераhadoop:hadm»,84.12.11.000
1678,"повышениеквалификациипотеме""менеджерпроектов""",85.42.19.900
1679,"повышениеквалификациипотеме""инженерданных""",85.42.19.900
1680,"обучениепопрограммепрофессиональнойпереподготовке""ux/ui-дизайнер""",85.42.19.900
1681,"обучениепопрограммепрофессиональнойпереподготовке""1c-программист:снулядоmiddle""",85.31.11.000
1682,"обучениепопрограммеповышенияквалификации""ux-исследования""",85.21.12.000
1683,"обучениепопрограммепрофессиональнойпереподготовке""иллюстрацияиинтерактивнаяграфика""",85.42.19.900
1684,уголокмебельныйvormann30х30х10х2мм,25.72.14.130
1685,"уголокмебельныйметаллический50х50х19мм,4отверстия",17.23.13.193
1686,струбцинадляофисныхперегородоксдвумяотверстиямиfastensсталь35мм,25.73.30.223
1687,кронштейнlarvijangle7.5x12.5cмстальнагрузкадо20кгцветчёрный,17.22.12.120
1688,уголмебельныйkw-240х40х17х2мм,25.72.14.130
1689,средстводлямытьяпосудыgrassvellyneutral1000мл,20.41.32.111
1690,"полотенцабумажные200шт.,veiro(системаh2)comfort,2-слойные,белые,комплект21пачка,22,5х21,3,z-сложение,kz202",17.22.11.130
1691,"туалетнаябумагаt204,2слойнаяveiroprofessionalcomfort170метров1360листов",17.22.11.110
1692,полотенцабумажныеveiroprofessionalcomfort2сл.150метров,17.22.11.130
1693,короб650х450х450картонт23бурый,17.23.13.193
1694,"пылесосстроительныйmakitavc3011l,1000ватт",27.90.40.190
1695,контейнердляхраненияуфмс«шанс-32»,32.99.11.160
1696,картаproximitysmartecst-pc020em,25.72.14.120
1697,"карта-наклейка""hid""fargo82266cr-80",22.29.22.000
1698,смарткартаhidglobaliclass,19.20.21.125
1699,дискжесткийdell800гбlffsas,26.20.21.110
1700,"тумбаподкатная3-ящичнаясзамкомyaltalt.tm450х634х550мм,суартемный",31.09.12.124
1701,креслодляруководителяботтичеллиdb-13js-17(хром)белый,31.01.12.160
1702,топдлядвухширокихшкафовyaltalt.t-4суартемный,31.01.11.121
1703,"столдляруководителяугловой,левыйyaltalt.c-20(l)суартемный",31.01.12.110
1704,"шкафдлядокументовyaltalt.st-2.4rblackширокийсредний,цветсуартемный/стеклочерное",31.01.12.139
1705,тумбастационарнаяyaltalt.ts-2суартемный1096х580х450мм,31.01.12.150
1706,креслодляруководителяаполлочерное1345х610х550мм,31.01.12.160
1707,столдляпереговоровнаметаллическихопорахихнержавеющейсталиyaltaм-lt-sp-2суартемный2400х1200х750мм,31.01.12.110
1708,креслодляпосетителейrivadesignfk004-с11черное,31.01.12.160
1709,повышениепрофессиональнойквалификациипрограммированиевexcel,85.42.19.900
1710,"курсповышенияпрофессиональнойквалификации""новоевправоведении,бухгалтерскомучете,налогообложении,финансахпредприятийиаудите""",85.31.11.000
1711,"курсповышенияквалификации""анализфинансовойотчетности""",85.42.19.900
1712,"курсповышенияквалификации""внутреннийаудит""",85.23.11.000
1713,"курсповышенияквалификации""внутреннийаудит""",85.23.11.000
1714,"курсповышенияквалификации""подготовкакэкзаменамнаполучениеквалификационногоаттестатапрофессиональногобухгалтеравбюджетныхучреждениях""",85.42.19.900
1715,обучениепопрограммеадминистрированиеpostgresql13.резервноекопированиеирепликация,62.01.29.000
1716,обучениепопрограммеpostgresql13.оптимизациязапросов,85.42.19.900
1717,"портфельдлясекретныхдокументовизискусственнойкожичерногоцвета,1031-6",15.20.13.110
1718,"мешокбрезентовыйдляэвакуациидокументовсустройствомдляопечатывания(сплашкой)""пломбвей"",1000*600мм,зелёный",13.92.21.110
1719,"шкафдляхранениямобильныхтелефоновна20ячеек,шдм-20,580х720х200мм",31.01.11.122
1720,"обучениепопрограммеповышенияквалификации""smm-менеджер""",85.31.11.000
1721,"обучениепопрограммеповышенияквалификации""ux-писатель""",85.42.19.900
1722,"обучениепопрограммеповышенияквалификации""ux-дизайнер""",85.21.12.000
1723,"обучениепопрограммепрофессиональнойпереподготовке""финансовыйменеджер""",85.42.19.900
1724,"обучениепопрограммеповышенияквалификации""ux-исследования""",85.42.19.900
1725,"обучениепопрограммепрофессиональнойпереподготовке""дата-журналист""",85.42.19.900
1726,"обучениепопрограммеповышенияквалификации""powerbi:анализивизуализацияданныхбезпрограммирования""",85.42.19.900
1727,"обучениепопрограммеповышенияквалификации""django:созданиефункциональныхвеб-приложений""",85.42.19.900
1728,"образовательныеуслугипореализациидополнительнойпрофессиональнойпрограммыповышенияквалификации""организационныйдизайн:разработкаиизменениеорганизационнойструктуры",85.42.19.900
1729,повышениеквалификациипотеме«sqlдляработысданнымиианалитики»,85.42.19.900
1730,"повышениеквалификациипопрограмме""совместнаяработавинфраструктуредоменовfreeipa,ald,sambadcиmicrosoftad.интеграцияимиграциянаastralinuxse""",85.31.11.000
1731,"повышениеквалификациипотеме""goразработчик""",85.42.19.900
1732,обучениепокурсу«практикауправлениякомандой.тимлидвagileкультуре»онлайн,85.41.99.900
1733,"батарейкаалкалиноваяduracellprocellааа(lr03)1,5в",27.20.11.000
1734,"обучениепопрограмме""devopsпрактикииинструменты""",62.02.20.130
1735,оказаниеуслугповывозуиутилизацииофиснойтехникизаказчика,38.22.29.000
1736,"программаповышенияквалификации«цифровоеправо:цифровыеактивы,обороткриптовалют,смарт-контракты,распоряжениецифровымиправами(дистанционнаяформаобучения)»",26.70.14.190
1737,"программаповышенияквалификации«новоевтрудовомзаконодательстве:сложныевопросы,пробелы,коллизии(дистанционнаяформаобучения)»",85.42.19.900
1738,"программаповышенияквалификации«электроннаяцифроваяподпись(эцп),машиночитаемыедоверенности(мчд):новыйпорядок,статусэлектроннойперепискиипроблемысмарт-контрактов(дистанционнаяформаобучения)»",62.03.12.130
1739,программаповышенияквалификации«электронныедоказательстваинетрадиционныеметодыдоказывания:современныйподход(дистанционнаяформаобучения)»,85.31.11.000
1740,программаповышенияквалификации«праванарезультатыинтеллектуальнойдеятельности:комментарийизмененийипрактикапримененияivчастигкрф»(дистанционнаяформаобучения)),85.42.19.900
1741,образовательныеуслугипопрограммеповышенияквалификации«государственныеимуниципальныезакупки(всоответствиисположениями44-фзот05.04.2013):теорияипрактика»,85.42.19.900
1742,образовательныеуслугиподополнительнойпрограммепрофессиональнойпереподготовки«управлениезакупкамидлягосударственныхимуниципальныхнужд(всоответствиисположениями44-фзот05.04.2013)»,85.31.11.000
1743,оказаниеобразовательныхуслугпопрограммеповышенияквалификации«государственныеимуниципальныезакупки(всоответствиисположениями44-фзот05.04.2013):теорияипрактика»,85.42.19.900
1744,"водапитьеваянегазированнаяаква-лигастаро-мытищинскийисточникпремиум0,5литра,пэт",11.07.11.120
1745,уничтожительдокументовгелеосуп21-7+7-йуровеньсекретностиобъемкорзины23л,28.23.23.000
1746,пультоваяохранаитехническоеобслуживаниекомплексатехническихсредствохраны,80.20.10.000
1747,"выполнениеработпомонтажу,пуско-наладочнымработам,подключениюнапультсистемытревожнойсигнализации",43.21.10.140
1748,"обучение""правовоеобеспечениеинформационнойбезопасностииликакчитатьзакон""",62.02.30.000
1749,"обучение""обеспечениебезопасностиобъектовкритическойинформационнойинфраструктуры""",62.02.30.000
1750,"обучение""применениесистемыmaxpatrol8впроцессеуправленияуязвимостями""",62.01.29.000
1751,пультоваяохранаитехническоеобслуживаниекомплексатехническихсредствохраны,80.20.10.000
1752,"ретрактордлябейджаdevonкруглыйслоготипом,красный32мм",22.29.25.000
1753,освежительвоздухааэрозольный300млgoldwind«океан»,20.41.41.000
1754,"мылотуалетноежидкое""хрусталик""5л",20.41.31.130
1755,пультоваяохранаитехническоеобслуживаниекомплексатехническихсредствохраны,80.20.10.000
1756,лицензиянапрограммудляэвмispringspaceна1(одного)пользователяна12(двенадцать)месяцев,58.29.50.000
1757,лицензиянабазуданных«ispringcontentlibrary»,58.29.29.000
1758,лицензиянапрограммудляэвмispringsuiteверсия11на1(одного)пользователяна12месяцев,58.29.50.000
1759,фенстроительныйmakitahg5030k,28.24.11.000
1760,подводка100смг/шmonoflexоптима,22.19.30.120
1761,молотокслесарныйsparta10374,25.73.30.141
1762,"проводпув1х0,5кв.мм",27.32.13.135
1763,"стержнидляклеевогопистолетаmatrix11x200ммпрозрачные(12штуквупаковке,артикулпроизводителя930730)",20.52.10.190
1764,клейhomakoll,20.52.10.190
1765,vira55702020x152мм,24.20.14.110
1766,"протяжкакабельнаяrexantстекловолокно3,5кв.мм(10метров)",22.29.29.190
1767,рулеткаgrossergonomisch3110325ммx5м,26.51.33.199
1768,усиленныйлом-гвоздодерmatrix600х29х15мм25233,25.73.30.290
1769,механическийскелетныйпистолетstayerprofessional0671,32.50.22.129
1770,плинтусалюминиевыйтреугольный,16.23.19.000
